Kinase	ID	Predictor	DMSO-1-DOX-1-E	DMSO-1-DOX-1-p	DMSO-2-DOX-2-E	DMSO-2-DOX-2-p	DMSO-3-DOX-3-E	DMSO-3-DOX-3-p
MSK2	O75676	AGC/RSK	1.01082471810148	0.020457	0.998440003349673	0.73139	1.00544782045723	0.25721
MSSK1	Q9UPE1	CMGC	0.966871427272445	3.8525e-026	0.968530446061853	3.3778e-025	0.977652860643747	4.7564e-012
MST1	Q13043	STE/STE20	1.01419420681378	0.14627	0.996013409314205	0.67451	1.01732207230372	0.085529
MST2	Q13188	STE/STE20	1.01497849888305	0.012945	1.00348033431409	0.55415	1.01730812117821	0.0054918
MST3	Q5U0E6	STE/STE20	1.00888509748901	0.42544	0.998329324852708	0.87804	1.01443450452742	0.21169
MST4	Q9P289	STE/STE20	1.00998045456336	0.0079544	1.00329980166061	0.3689	1.00550023714739	0.15546
MYO3A	Q8NEV4	STE/STE20	1.00849038484593	0.093358	1.00256686062537	0.60327	1.00935151817225	0.073886
MYO3B	C9J3X5	STE/STE20	1.0103259882	0.0067162	1.00345849500228	0.35266	1.00497217862364	0.20472
NDR1	Q15208	AGC	1.0124424428739	0.15275	1.00296811186153	0.72639	1.00761702309034	0.39702
NDR2	Q9Y2H1	AGC	1.01243263327261	0.13066	1.00654260773328	0.41469	1.00966383899443	0.25568
NEK1	Q96PY6	Other/NEK	1.02378251583337	0.053305	1.03209973403026	0.0073358	1.00734491052296	0.55574
NEK10	Q6ZWH5	Other/NEK	1.00982940625116	0.11011	1.00407908779884	0.49492	1.01196225565325	0.057618
NEK11	Q8NG66	Other/NEK	1.02359151792063	0.050227	1.03027880455526	0.0097932	1.00732316236317	0.54862
NEK2	P51955	Other/NEK	1.01037324674085	0.098666	1.00418115231228	0.49319	1.01149776404452	0.073919
NEK3	P51956	Other/NEK	1.02774354153163	0.0008268	1.01562472194578	0.051923	1.01797380045192	0.032826
NEK4	P51957	Other/NEK	1.02569488435571	0.0015717	1.01413147046785	0.073004	1.01822461351753	0.027495
NEK6	B7Z2D9	Other/NEK	1.02813125403461	0.0025984	1.01945522838629	0.031448	1.01586053125595	0.094454
NEK7	Q8TDX7	Other/NEK	1.00982940625116	0.11011	1.00407908779884	0.49492	1.01196225565325	0.057618
NEK8	Q86SG6	Other/NEK	1.00826040409678	0.17576	1.0032763388663	0.58034	1.00973923822647	0.1188
NEK9	Q8TD19	Other/NEK	1.00982940625116	0.11011	1.00407908779884	0.49492	1.01196225565325	0.057618
NIK	Q99558	STE/STE-Unique/NIK	1.01911977329267	0.011073	1.01606702888432	0.029074	1.00981357376651	0.20822
NIM1	Q8IY84	CAMK/CAMKL	1.01416612863544	0.0054536	1.00991669994959	0.046016	1.00847131720149	0.10543
NLK	Q9UBE8	CMGC/MAPK	1.00728848733868	0.60462	1.01174639023331	0.39095	1.02768258763554	0.055843
NRK	Q7Z2Y5	STE/STE20	1.00935694650726	0.0087178	1.00213088665944	0.54094	1.00543306771399	0.1398
NuaK1	O60285	CAMK/CAMKL	1.01512877851336	0.0034777	1.01049923835017	0.037439	1.00849971739716	0.10949
NuaK2	B4E0Y5	CAMK/CAMKL	1.01351091455435	0.0043468	1.01119296138462	0.015561	1.00781608138575	0.10829
OSR1	O95747	STE/STE20	1.01001368404396	0.0077701	1.00334533037315	0.3625	1.00543364206836	0.16064
Obscn	A6NGQ3	CAMK	1.01031826487918	0.0017479	1.00329877520035	0.30524	1.00895826003421	0.0083977
PAK1	Q13153	STE/STE20	1.01062544076768	0.021464	1.00320408340729	0.47752	1.00661517518326	0.16481
PAK2	Q13177	STE/STE20	1.01004020004541	0.0097892	1.0031909947926	0.40029	1.0049272130947	0.21769
PAK3	B2RCU6	STE/STE20	1.01867944731905	0.030042	0.997286776867319	0.7451	1.01739842913882	0.049406
PAK4	O96013	STE/STE20	1.01090107397027	0.0084331	1.00407466913621	0.31335	1.00826200095486	0.052413
PAK5	Q9P286	STE/STE20	1.00994590260719	0.0085033	1.00310285884866	0.40051	1.00496414385751	0.20191
PAK6	Q9NQU5	STE/STE20	1.02205705884875	0.0010337	1.00273817877991	0.67466	1.02037758697361	0.0032052
PASK	Q96RG2	CAMK/CAMKL	1.01329101204993	0.0052255	1.01123138602296	0.01567	1.00752959134279	0.12351
PCTAIRE1	Q00536	CMGC/CDK	0.965545245565267	9.6718e-062	0.977376342597753	6.5239e-029	0.978825971109068	7.821e-023
PCTAIRE2	Q00537	CMGC/CDK	0.964909071426202	2.8089e-062	0.976557827786505	3.8795e-030	0.978445149999505	5.2735e-023
PCTAIRE3	B4DK03	CMGC/CDK	0.958238809548887	1.0072e-047	0.975660904713178	4.7811e-018	0.975891854520337	7.7288e-016
PDGFRa	P16234	TK/PDGFR	1.04231106549528	0.0040224	0.990720289647039	0.50398	1.01461838416229	0.3247
PDGFRb	P09619	TK/PDGFR	1.04231106549528	0.0040224	0.990720289647039	0.50398	1.01461838416229	0.3247
PDHK1	Q15118	Atypical/PDHK	0.942678659628501	0.0020007	1.02066631202315	0.27238	0.993039350852737	0.72286
PDHK2	Q15119	Atypical/PDHK	0.977448839462337	0.042445	1.01112231866367	0.31645	0.996927816888909	0.7908
PDHK3	B4DXG6	Atypical/PDHK	1.01109565267486	0.17069	1.0320820106345	6.4381e-005	1.0135562197048	0.10638
PDHK4	Q16654	Atypical/PDHK	1.00543074076422	0.53048	1.02759089590898	0.001321	1.01184355242286	0.18654
PDK1	O15530	AGC/PKB	1.00647300043388	0.41037	1.0138316138481	0.07404	1.01288857371804	0.1127
PEK	B2RCU9	Other/PEK	0.967351491614882	4.3376e-006	0.958740963743725	2.0742e-009	0.966547366380224	4.3374e-006
PFTAIRE1	O94921	CMGC/CDK	0.972030050592693	8.7607e-057	0.981944093239355	1.0388e-025	0.98261394100037	1.3485e-021
PFTAIRE2	Q96Q40	CMGC/CDK	0.961007233139981	3.789e-050	0.975216110593021	2.7465e-022	0.977044160062232	2.898e-017
PHKg1	Q16816	CAMK/PHK	1.01087777836429	0.56893	0.985037951396965	0.41881	1.01161622644906	0.55461
PHKg2	P15735	CAMK/PHK	1.01132377695861	0.54443	0.984236222105694	0.38369	1.0113001374106	0.55633
PIM1	P11309	CAMK	1.01526346445762	3.8455e-009	1.00785492105839	0.0019157	1.01013409916128	0.00014905
PIM2	Q9P1W9	CAMK	1.01493894817817	2.2765e-008	1.00748448352157	0.0041485	1.01054897494583	0.00012948
PIM3	Q86V86	CAMK	1.01362077440364	7.6068e-006	1.00563052017885	0.058236	1.00993706439081	0.0015316
PITSLRE	P21127	CMGC/CDK	0.901028702379078	8.848e-069	0.915632830049078	2.2748e-053	0.935420199668373	9.7557e-028
PKACa	P17612	AGC/PKA	1.00875500510483	0.12321	1.00377873850838	0.49757	1.00432462241704	0.46479
PKACb	P22694	AGC/PKA	1.0083478939801	0.13286	1.00409840263137	0.45228	1.0042289710883	0.46515
PKACg	P22612	AGC/PKA	1.01763185805275	0.022636	1.00125735215445	0.86752	1.01071859641135	0.18113
PKCa	P17252	AGC/PKC	0.998674573111081	0.7456	0.990911630983132	0.022284	1.00184371762814	0.66335
PKCb	D3DWF5	AGC/PKC	0.997242298411887	0.58297	0.99319737947438	0.16473	1.00193613604283	0.71125
PKCd	Q05655	AGC/PKC	0.997357853799916	0.49198	0.990941615353856	0.015722	1.0015553920103	0.69662
PKCe	Q02156	AGC/PKC	0.996851861650774	0.40014	0.991167413922049	0.015505	1.00134086517166	0.72973
PKCg	P05129	AGC/PKC	0.998306029333318	0.66912	0.990842221518259	0.017696	1.00142204812033	0.7293
PKCh	P24723	AGC/PKC	0.997096119390451	0.44918	0.990709537818364	0.013044	1.00130030640174	0.74396
PKCi	P41743	AGC/PKC	0.98848082872402	0.13752	0.99429387641204	0.45565	0.996711718154028	0.68628
PKCt	Q04759	AGC/PKC	0.996486788458134	0.59741	0.997895091516994	0.74747	0.999295281861801	0.91923
PKCz	Q05513	AGC/PKC	0.99726749830291	0.45908	0.990702735347102	0.0097633	1.00220882052201	0.56382
PKD1	Q1KKQ2	CAMK/PKD	1.02333683500521	7.1786e-005	1.01206954739381	0.035863	1.01465353851399	0.016179
PKD2	Q9BZL6	CAMK/PKD	1.01751776402915	0.024226	1.00987632255448	0.19561	1.01259221792833	0.11942
PKD3	O94806	CAMK/PKD	1.01638942227001	0.050683	1.01313510291689	0.11161	1.01165016990135	0.18253
PKG1	A5YM56	AGC/PKG	0.995738620534264	0.57516	1.00542567008112	0.46874	0.99779015814165	0.78153
PKG2	Q13237	AGC/PKG	0.989834211942791	0.2804	1.00266804068726	0.77426	0.991770983346406	0.40408
PKN1	Q16512	AGC	1.01109385592662	0.0038387	1.00610926477336	0.10299	1.01125742071332	0.0046477
PKN2	Q16513	AGC	1.00947922952328	0.0089568	1.00522234234471	0.14023	1.0100660205993	0.0074201
PKN3	Q6P5Z2	AGC	1.00559991496146	0.25612	1.00252669025112	0.60149	1.00192504548915	0.70747
PKR	P19525	Other/PEK	0.975606828392242	0.0032853	0.968757814181084	0.0001054	0.969668502755908	0.00035888
PLK1	P53350	Other/PLK	1.00867759062624	0.0036109	1.00904990680947	0.0017239	1.00563379053229	0.064996
PLK2	Q9NYY3	Other/PLK	1.0075279762494	0.0081263	1.00918401322525	0.00086871	1.00439083346589	0.13171
PLK3	Q9H4B4	Other/PLK	1.04716879656258	4.2818e-011	1.04326514802873	4.8205e-010	1.0387699967162	1.1594e-007
PLK4	O00444	Other/PLK	1.00991379714517	0.00063485	1.01077047224641	0.0001286	1.00675235545052	0.023121
PRKX	P51817	AGC/PKA	1.00833353485014	0.13788	1.00434466798551	0.43061	1.00419257509028	0.47351
PRKY	O43930	AGC/PKA	1.01871493552991	0.29534	0.983264107787954	0.33771	1.00409489351445	0.82428
PRP4	Q13523	CMGC/DYRK	0.966175577888988	0.020459	0.96083225359155	0.0056049	0.972566026546574	0.06911
PSKH1	P11801	CAMK	1.01442042008229	3.4696e-007	1.00680138805229	0.013994	1.0106234124146	0.0002729
PSKH2	Q96QS6	CAMK	1.01297266509253	2.9561e-005	1.00495170610456	0.10278	1.01197910217733	0.00018593
PYK2	Q14289	TK/Fak	1.02978962133203	0.0026192	1.01679211430995	0.081016	1.00677535314219	0.50077
QIK	Q9H0K1	CAMK/CAMKL	1.00983689672013	0.12155	1.00735773834929	0.2355	0.999153668123672	0.89683
QSK	Q9Y2K2	CAMK/CAMKL	1.01512877851336	0.0034777	1.01049923835017	0.037439	1.00849971739716	0.10949
RAF1	P04049	TKL/RAF	1.01650329255649	0.00098583	1.01248939197727	0.010747	1.00886969984344	0.084638
RET	P07949	TK/Ret	1.03764339119758	0.086362	0.993872679378741	0.76908	1.00190348397713	0.93184
RHOK	Q15835	AGC/GRK	1.01189997277686	0.16418	1.03257050235615	0.00011928	1.01039435728833	0.24211
ROCK1	Q13464	AGC/DMPK	0.988442018525997	0.11395	0.995924837918803	0.57255	0.994303497247637	0.45545
ROCK1	Q13464	AGC/DMPK/ROCK	0.997521216855491	0.74378	1.00282245996161	0.70532	1.00169578140749	0.82958
ROCK2	O75116	AGC/DMPK	0.988363933015517	0.19667	0.988400855995306	0.19058	0.993297807909427	0.47667
ROCK2	O75116	AGC/DMPK/ROCK	1.00330964406683	0.72345	1.00058513382573	0.94903	1.00390485750713	0.68706
RON	Q04912	TK/Met	1.09163879617587	0.0045586	1.02407024008254	0.42409	1.01028371807763	0.75012
RSK1	Q15349	AGC/RSK	1.01278242160023	0.0098159	1.00197717805267	0.68184	1.00592962308129	0.24481
RSK2	P51812	AGC/RSK	1.01303344662321	0.0088703	1.002563020995	0.59749	1.00604799495458	0.23846
RSK3	Q15418	AGC/RSK	1.00403033067446	0.80044	1.02475837307461	0.1173	0.99897885748441	0.95053
RSK4	Q9UK32	AGC/RSK	1.01248187376998	0.011373	1.00237091567183	0.62184	1.00595337405934	0.24124
RSKL1	Q96S38	AGC	1.00777970421376	0.46213	1.00674760095418	0.51371	1.00872498975837	0.42569
RSKL2	Q9Y6S9	AGC	1.01182455993952	0.15515	1.00605533393093	0.4555	1.00895014780327	0.29808
SGK1	O00141	AGC/SGK	1.00463969059537	0.42249	1.01145304966802	0.044456	1.00325720011637	0.58751
SGK2	Q9HBY8	AGC/SGK	1.00467355137321	0.41863	1.01140287719959	0.045173	1.00325897565433	0.58691
SGK3	Q96BR1	AGC/SGK	1.00768172876129	0.49536	0.986875289746973	0.22662	1.00413418452833	0.71985
SIK	P57059	CAMK/CAMKL	1.00926777083047	0.21338	1.0064340521787	0.37681	0.997073561930393	0.70242
SLK	D3DRA1	STE/STE20	1.01106052847529	0.017171	1.00360439307309	0.42642	1.00699529162931	0.14367
SMG1	Q96Q15	Atypical/PIKK	1.047217783002	6.9232e-011	1.06084536247029	1.1457e-017	1.04461747084271	2.4674e-009
SNRK	Q9NRH2	CAMK/CAMKL	1.01270216354457	0.0065452	1.01003457930485	0.027769	1.00678374240283	0.15736
SPEG	Q15772	CAMK	1.00966397679432	0.003152	1.00333041312898	0.2977	1.00909173836529	0.0071096
SRC	P12931	TK/Src	1.04213360544794	5.6144e-005	0.993384999175191	0.50543	1.01445250711359	0.17346
SRM	Q9H3Y6	TK/Src	1.04447031576451	1.0716e-005	0.992759073351391	0.44923	1.01730442845679	0.091347
SRPK1	Q96SB4	CMGC	0.983048642423308	0.0020412	0.983717011628231	0.0021586	0.990104871473265	0.079743
SRPK2	C9JQJ0	CMGC	0.974507918076556	7.8601e-012	0.973650318249028	2.8311e-013	0.981876969136114	2.384e-006
SSTK	Q9BXA6	CAMK	1.02286493761344	0.023726	1.02534218952054	0.01071	1.01936276762792	0.064473
STK33	Q9BYT3	CAMK	1.00366538179707	0.75927	1.01108214623741	0.3473	1.00199293867092	0.87145
STLK3	Q9UEW8	STE/STE20	1.00888509748901	0.42544	0.998329324852708	0.87804	1.01443450452742	0.21169
STLK5	Q7RTN6	STE/STE20	1.0103259882	0.0067162	1.00345849500228	0.35266	1.00497217862364	0.20472
STLK6	Q9C0K7	STE/STE20	1.0117188046323	0.0065038	1.00434619473612	0.30119	1.00827488151664	0.061602
SYK	P43405	TK/Syk	1.05078151349264	0.0010372	1.0147046233583	0.32122	1.02838191445611	0.07136
SgK085	Q86YV6	CAMK/MLCK	1.00965105064648	0.68511	0.962282646282338	0.099894	1.0105810149377	0.66621
SgK494	Q96LW2	AGC	1.01182455993952	0.15515	1.00605533393093	0.4555	1.00895014780327	0.29808
SgK495	Q8N2I9	CAMK	1.00598880273182	0.61208	1.0126714642161	0.27557	1.00449257824347	0.71171
TAK1	O43318	TKL/MLK	0.987761996301776	0.32885	0.985613672661755	0.23701	1.00020797795345	0.98716
TAO1	Q7L7X3	STE/STE20	1.01364364093166	0.01055	1.00503643455243	0.33304	1.01365832751389	0.013185
TAO3	Q9H2K8	STE/STE20	1.01181264484452	0.017222	1.00500986564058	0.30088	1.01085158265953	0.03433
TBK1	Q9UHD2	Other/IKK	1.01263413496056	0.24905	0.992990497186438	0.50867	1.00127500648016	0.90907
TEC	P42680	TK/Tec	1.07003458237933	0.0032278	0.990466646786862	0.66734	1.01619729791158	0.49842
TGFbR1	P36897	TKL/STKR	0.983026592893213	0.0015672	0.989369638229508	0.042796	0.990390047537839	0.085271
TGFbR2	D2JYI1	TKL/STKR	0.98639816863938	0.0010869	0.993626960532216	0.11784	0.990518898914006	0.028033
TIE1	P35590	TK/Tie	1.02035935032607	0.30759	0.999895609920181	0.99566	1.00148633060251	0.94238
TIE2	Q02763	TK/Tie	1.01520512384634	0.53595	1.00614557270965	0.79628	0.99607949381645	0.87781
TNIK	Q9UKE5	STE/STE20	1.01658649362836	0.007811	1.00620334868032	0.30793	1.017887420457	0.0054885
TRKA	P04629	TK/Trk	1.04274308165858	0.10673	1.01175085174384	0.63943	1.00754489615669	0.7793
TRKB	Q16620	TK/Trk	1.00257848498885	0.96346	1.01196189162319	0.82883	0.996045561624414	0.94599
TRKC	Q16288	TK/Trk	1.01677323890123	0.33991	1.00428175010272	0.79942	0.978698219828334	0.2348
TRRAP	Q9Y4A5	Atypical/PIKK	1.03579162578527	1.2749e-010	1.04336338711625	1.726e-015	1.03300433795574	9.538e-009
TSSK1	Q9BXA7	CAMK	1.0272097161657	0.0054617	1.02619870308029	0.006369	1.02123370859525	0.035929
TSSK2	Q96PF2	CAMK	1.01483168885682	1.4372e-007	1.00696598012541	0.011518	1.01086435545606	0.00018633
TSSK3	Q96PN8	CAMK	1.01457394096143	2.5803e-007	1.00690676852802	0.01255	1.01075698673971	0.00022717
TSSK4	Q6SA08	CAMK	1.01166230793878	0.00033381	1.00470222148711	0.13866	1.01071481253433	0.0014029
TTBK1	Q5TCY1	CK1	1.03016625973249	4.1064e-014	1.03153612716715	9.8349e-016	1.01626367976523	7.6433e-005
TTBK2	Q6IQ55	CK1	1.03041943614708	2.2558e-014	1.03170774055802	6.073e-016	1.01601379922831	9.5312e-005
TTN	D3DPF9	CAMK/MLCK	1.00512681965798	0.44134	1.00512696427406	0.42953	1.00527338713694	0.44287
TXK	P42681	TK/Tec	1.06750191762067	0.00014201	1.00488443552713	0.77127	1.01839537052403	0.30424
TYK2	P29597	TK/JakA	1.04346641405924	0.0082909	1.01698719390789	0.28511	1.01058357127339	0.53117
TYRO3	Q06418	TK/Axl	1.00752274695823	0.67699	1.0215052295403	0.22781	1.0043014309505	0.82039
Trad	O60229	CAMK	1.01504222665689	1.3742e-007	1.00770859052398	0.0057847	1.01111957530789	0.00015945
Trb1	Q96RU8	CAMK	1.0176390469281	2.1302e-006	1.01151315948956	0.001555	1.01392228796323	0.00028851
Trb2	Q92519	CAMK	1.01285501082014	3.0301e-005	1.00525721804882	0.080836	1.01217210372054	0.00013004
Trb3	Q96RU7	CAMK	1.01662579262356	8.7124e-007	1.00975146297097	0.0031558	1.01304578103583	0.00017953
Trio	O75962	CAMK	1.01550679850557	0.00011242	1.01395460454092	0.00039857	1.01389438146412	0.00082837
VACAMKL	B2RDF9	CAMK	1.01483168885682	1.4372e-007	1.00696598012541	0.011518	1.01086435545606	0.00018633
VRK1	Q99986	CK1	1.00413626480573	0.58903	1.02764316428552	0.00028884	0.991129275041626	0.26632
VRK2	Q86Y07	CK1	1.03021404940393	2.0654e-014	1.03081821657634	2.1901e-015	1.01574596553942	0.00010842
VRK3	Q8IV63	CK1	1.03041943614708	2.2558e-014	1.03170774055802	6.073e-016	1.01601379922831	9.5312e-005
Wnk1	Q9H4A3	Other/Wnk	0.966833360470128	0.010455	0.974259615451572	0.044089	1.00217275485802	0.87586
Wnk3	B1AKG2	Other/Wnk	0.966833360470128	0.010455	0.974259615451572	0.044089	1.00217275485802	0.87586
Wnk4	Q96J92	Other/Wnk	0.970974866525076	0.070946	0.979338680447896	0.19771	0.999036610295673	0.95544
YANK1	Q8WU08	AGC	1.00559991496146	0.25612	1.00252669025112	0.60149	1.00192504548915	0.70747
YANK2	Q9NY57	AGC	1.01216129749523	0.14201	1.00596001574867	0.46052	1.00916132477061	0.28443
YANK3	Q86UX6	AGC	1.00947922952328	0.0089568	1.00522234234471	0.14023	1.0100660205993	0.0074201
YES	P07947	TK/Src	1.04301883614846	1.2195e-005	0.994016658748764	0.52162	1.01435621247411	0.15038
YSK1	O00506	STE/STE20	1.00819973662524	0.044179	1.00219654341437	0.58103	1.00587756341425	0.16112
ZAK	B8ZZU2	TKL/MLK	1.00250559587756	0.67482	1.00040324286546	0.94505	1.00263549124456	0.66962
ZAP70	P43403	TK/Syk	1.05494095722424	0.0020805	1.00708807714592	0.67651	1.02315201872342	0.20001
caMLCK	Q32MK0	CAMK/MLCK	1.0047827655568	0.47127	1.00484830840617	0.45365	1.00525805544283	0.44285
p38a	Q16539	CMGC/MAPK	0.976392313915217	5.5187e-034	0.983622630959019	7.805e-018	0.987304133854541	2.818e-010
p38b	Q15759	CMGC/MAPK	0.974548609185502	4.6679e-027	0.981755737324074	3.5087e-015	0.985143849938453	1.2817e-009
p38d	O15264	CMGC/MAPK	0.976104720264474	7.0222e-035	0.983271731896351	1.3543e-018	0.987022599176021	1.0574e-010
p38g	P53778	CMGC/MAPK	0.984391626966417	0.0003445	0.989026039107333	0.010134	0.993931242144794	0.17737
p70S6K	P23443	AGC/RSK	1.01482576664107	0.0081028	1.0059384204766	0.27654	1.01409168402684	0.014824
p70S6Kb	Q9UBS0	AGC/RSK	1.01086137411049	0.020117	0.998400348375969	0.72502	1.00545477419022	0.25694
skMLCK	Q9H1R3	CAMK/MLCK	1.00758204083183	0.23768	1.00540957550938	0.38696	1.00832590716531	0.20901
smMLCK	Q15746	CAMK/MLCK	1.00564712532026	0.39819	1.00464242338125	0.47564	1.00540724855814	0.43286
